lmt,job,ncloseCreditCard,basicLevel,unpayNormalLoan,lmt_amt_bucket,lmt_business_bin,lmt_capacity_level,job_group,job_stability_level,job_risk_level,basic_level_clean,credit_history_level,multi_head_cnt_proxy,multi_head_level,credit_burden_level,debt_pressure_level,income_proxy_amt,income_proxy_level,expense_proxy_amt,expense_proxy_level,disposable_income_proxy_amt,cashflow_pressure_level,affordability_level,qualification_score,value_score,risk_score,strategy_segment,limit_recommend_amt,price_group,target
9.963,3,1,1,1,10000,7,5,2,4,2,1,3,2,3,3,4,8000,5,5000,4,2000,3,5,3,4,2,1,8500,2,0
0.967,4,1,2,0,1000,2,1,2,4,2,2,3,1,2,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
1.6,4,0,3,0,2000,3,2,2,4,2,3,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,3,2,2,1500,3,0
2.863,4,1,3,0,3000,4,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,3000,3,0
0.53,7,1,1,0,1000,2,1,4,2,4,1,3,1,2,1,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
3.963,4,1,3,0,5000,5,3,2,4,2,3,3,1,2,2,1,4500,3,2500,2,1500,3,5,3,4,1,1,4500,2,0
1.7,4,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
12.296,3,1,1,1,15000,8,5,2,4,2,1,3,3,4,4,4,9500,5,6000,5,2000,3,5,3,4,2,1,12500,2,0
8.6,3,1,1,1,10000,7,5,2,4,2,1,3,2,3,3,4,8000,5,5000,4,2000,3,5,3,4,2,1,8500,2,0
6.667,2,0,1,1,8000,6,4,1,5,1,1,1,1,2,2,3,7000,4,4000,4,2000,3,5,3,4,3,2,6000,2,0
4.867,1,1,1,0,5000,5,3,1,5,1,1,3,1,2,1,1,6000,4,3000,3,2500,3,5,4,4,1,1,5000,2,0
1.196,3,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
5.667,2,1,1,1,8000,6,4,1,5,1,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
1.233,3,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
5.267,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
5.267,4,1,2,0,8000,6,4,2,4,2,2,3,1,2,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
1.463,4,0,2,0,2000,3,2,2,4,2,2,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,3,1,2,2000,3,0
6.6,4,1,2,0,8000,6,4,2,4,2,2,3,1,2,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
5.533,5,0,2,0,8000,6,4,3,3,3,2,1,0,1,1,1,6000,4,2500,2,3500,2,5,3,4,1,1,7500,2,0
2.43,5,1,3,0,3000,4,2,3,3,3,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,3000,3,0
5.567,4,0,3,0,8000,6,4,2,4,2,3,1,0,1,1,1,6000,4,3000,3,3000,2,5,3,4,2,1,6500,2,0
1.463,3,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
1.667,6,1,2,0,2000,3,2,3,3,3,2,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
3.63,2,0,1,0,5000,5,3,1,5,1,1,1,0,1,1,1,5500,4,2500,2,3000,2,5,4,3,1,2,5000,3,0
7.63,3,1,1,1,8000,6,4,2,4,2,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
4.467,1,1,1,0,5000,5,3,1,5,1,1,3,1,2,1,1,6000,4,3000,3,2500,3,5,4,4,1,1,5000,2,0
3.5,4,1,2,0,5000,5,3,2,4,2,2,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,4,1,1,5000,2,0
3.333,3,1,3,1,5000,5,3,2,4,2,3,3,2,3,4,3,5000,3,3000,3,1000,3,5,3,4,3,2,4000,2,0
7.667,4,1,3,0,8000,6,4,2,4,2,3,3,1,2,2,2,6000,4,3500,3,2000,3,5,4,4,1,1,8000,2,0
6.296,1,1,1,0,8000,6,4,1,5,1,1,3,1,2,1,2,7500,5,4000,4,3000,2,5,4,4,1,1,8000,2,0
10.963,2,1,1,1,15000,8,5,1,5,1,1,3,3,4,4,4,9500,5,6000,5,2000,3,5,3,4,2,1,12500,2,0
4.167,3,0,2,0,5000,5,3,2,4,2,2,1,0,1,1,1,5500,4,2500,2,3000,2,5,3,3,1,2,4500,3,0
10.2,1,1,3,1,15000,8,5,1,5,1,3,3,3,4,5,4,9500,5,6000,5,2000,3,5,3,4,3,2,11500,2,0
1.096,2,0,1,0,2000,3,2,1,5,1,1,1,0,1,1,1,4000,3,2000,2,2000,3,5,3,3,1,2,2000,3,0
92.963,2,1,1,1,80000,12,5,1,5,1,1,3,3,4,4,4,19000,7,11500,7,6000,1,5,3,4,3,2,50000,2,0
1.833,5,1,3,1,2000,3,2,3,3,3,3,3,2,3,4,3,2500,1,1500,1,0,4,4,2,3,3,2,1500,3,0
5.033,4,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
0.996,5,0,3,0,1000,2,1,3,3,3,3,1,0,1,1,1,2000,1,1000,1,1000,3,5,2,2,2,3,500,4,0
0.896,4,0,3,0,1000,2,1,2,4,2,3,1,0,1,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,1000,4,0
2.9,5,1,1,0,3000,4,2,3,3,3,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,3,3,1,2,3000,3,0
1.096,3,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
3.067,4,1,3,0,5000,5,3,2,4,2,3,3,1,2,2,1,4500,3,2500,2,1500,3,5,3,4,1,1,4500,2,0
3,3,0,1,0,3000,4,2,2,4,2,1,1,0,1,1,1,4500,3,2000,2,2500,3,5,3,3,1,2,3000,3,0
0.463,5,1,3,0,500,1,1,3,3,3,3,3,1,2,2,1,1500,1,1000,1,0,4,4,3,2,1,3,500,4,0
17.63,3,1,1,0,20000,9,5,2,4,2,1,3,2,3,2,2,11000,6,5500,5,5000,1,5,4,5,1,1,20500,1,0
3.367,4,1,3,1,5000,5,3,2,4,2,3,3,2,3,4,3,4500,3,3000,3,500,4,4,2,3,3,2,3500,3,0
4.296,5,1,1,1,5000,5,3,3,3,3,1,3,2,3,3,3,4500,3,2500,2,1000,3,5,3,4,2,1,4000,2,0
20,4,1,1,0,20000,9,5,2,4,2,1,3,2,3,2,2,10500,6,5500,5,4500,2,5,4,5,1,1,20500,1,0
1.667,8,0,3,0,2000,3,2,4,2,4,3,1,0,1,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,1500,4,0
2,4,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
5.033,1,1,1,1,8000,6,4,1,5,1,1,3,2,3,3,4,7500,5,4500,4,2000,3,5,3,3,2,2,6500,3,0
1.267,4,0,3,0,2000,3,2,2,4,2,3,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,3,2,2,1500,3,0
1.6,4,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
14.963,2,1,1,1,15000,8,5,1,5,1,1,3,3,4,4,4,9500,5,6000,5,2000,3,5,3,4,2,1,12500,2,0
1.667,5,1,3,0,2000,3,2,3,3,3,3,3,1,2,2,1,2500,1,1500,1,500,4,4,3,3,1,2,2000,3,0
4.833,4,0,3,0,5000,5,3,2,4,2,3,1,0,1,1,1,4500,3,2000,2,2500,3,5,3,3,2,2,4000,3,0
2.496,3,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,1
10.296,3,1,1,1,15000,8,5,2,4,2,1,3,3,4,4,4,9500,5,6000,5,2000,3,5,3,4,2,1,12500,2,0
2.23,3,1,1,1,3000,4,2,2,4,2,1,3,2,3,3,3,4500,3,2500,2,1000,3,5,3,3,2,2,2500,3,0
4.63,4,1,1,0,5000,5,3,2,4,2,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,4,1,1,5000,2,0
10.296,4,1,1,1,15000,8,5,2,4,2,1,3,3,4,4,4,9000,5,5500,5,2000,3,5,3,4,2,1,12500,2,0
10.967,4,1,1,0,15000,8,5,2,4,2,1,3,2,3,2,2,9000,5,4500,4,4000,2,5,4,5,1,1,15500,1,0
3.033,4,1,1,1,5000,5,3,2,4,2,1,3,2,3,3,3,5000,3,3000,3,1000,3,5,3,4,2,1,4000,2,0
4.733,3,1,3,0,5000,5,3,2,4,2,3,3,1,2,2,1,5000,3,3000,3,1500,3,5,4,4,1,1,5000,2,0
8.63,4,1,1,0,10000,7,5,2,4,2,1,3,1,2,1,2,7500,5,4000,4,3000,2,5,4,5,1,1,10000,1,0
2.13,3,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
2.4,4,0,2,0,3000,4,2,2,4,2,2,1,0,1,1,1,4000,3,2000,2,2000,3,5,3,3,1,2,3000,3,0
28.63,2,1,1,1,30000,10,5,1,5,1,1,3,3,4,4,4,13000,6,8000,6,3500,2,5,3,4,2,1,25000,2,0
0.596,5,0,3,0,1000,2,1,3,3,3,3,1,0,1,1,1,2000,1,1000,1,1000,3,5,2,2,2,3,500,4,0
4.6,1,1,3,0,5000,5,3,1,5,1,3,3,1,2,2,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
7.667,5,1,3,0,8000,6,4,3,3,3,3,3,1,2,2,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
0.696,4,0,2,0,1000,2,1,2,4,2,2,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,2,1,3,1000,4,0
0.667,6,0,2,0,1000,2,1,3,3,3,2,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,2,1,3,1000,4,0
5.4,4,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
1.163,3,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
11.296,2,1,1,1,15000,8,5,1,5,1,1,3,3,4,4,4,9500,5,6000,5,2000,3,5,3,4,2,1,12500,2,0
7.933,5,1,3,1,8000,6,4,3,3,3,3,3,2,3,4,4,5500,4,3500,3,1000,3,5,2,3,3,2,5500,3,0
4.867,8,1,3,0,5000,5,3,4,2,4,3,3,1,2,2,1,4000,3,2000,2,1500,3,5,3,4,1,1,4500,2,0
21.963,1,1,1,0,30000,10,5,1,5,1,1,3,2,3,2,2,13500,6,7000,5,6000,1,5,5,5,1,1,33500,1,0
2.23,3,0,3,0,3000,4,2,2,4,2,3,1,0,1,1,1,4000,3,2000,2,2000,3,5,3,3,2,2,2500,3,0
7.433,5,1,1,1,8000,6,4,3,3,3,1,3,2,3,3,4,6000,4,3500,3,1500,3,5,3,3,2,2,6500,3,0
1.33,1,1,1,0,2000,3,2,1,5,1,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,2000,3,0
3.8,2,1,1,0,5000,5,3,1,5,1,1,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
3.267,6,0,1,0,5000,5,3,3,3,3,1,1,0,1,1,1,5500,4,2500,2,3000,2,5,4,3,1,2,5000,3,1
4.333,4,1,1,1,5000,5,3,2,4,2,1,3,2,3,3,3,5000,3,3000,3,1000,3,5,3,4,2,1,4000,2,0
25.867,4,1,2,0,30000,10,5,2,4,2,2,3,2,3,2,2,12500,6,6500,5,5500,1,5,4,5,1,1,30500,1,0
2.096,1,1,1,0,3000,4,2,1,5,1,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,3,1,2,3000,3,0
9.667,3,1,3,0,10000,7,5,2,4,2,3,3,1,2,2,2,7500,5,4000,4,3000,2,5,4,5,1,1,10000,1,0
7.033,1,0,1,1,8000,6,4,1,5,1,1,1,1,2,2,3,7500,5,4000,4,2500,3,5,3,4,3,2,6000,2,0
7.296,1,1,1,1,8000,6,4,1,5,1,1,3,2,3,3,4,7500,5,4500,4,2000,3,5,3,3,2,2,6500,3,0
0.663,4,1,3,0,1000,2,1,2,4,2,3,3,1,2,2,1,2500,1,1500,1,500,4,4,3,2,1,3,1000,4,0
0.53,2,1,3,0,1000,2,1,1,5,1,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
0.663,1,0,1,0,1000,2,1,1,5,1,1,1,0,1,1,1,4000,3,2000,2,2000,3,5,3,3,1,2,1000,3,0
3.7,4,1,3,0,5000,5,3,2,4,2,3,3,1,2,2,1,4500,3,2500,2,1500,3,5,3,4,1,1,4500,2,0
0.696,1,1,1,0,1000,2,1,1,5,1,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,1000,3,0
2.2,5,0,3,0,3000,4,2,3,3,3,3,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,3,2,2,2500,3,0
1.496,3,1,1,1,2000,3,2,2,4,2,1,3,2,3,3,3,4000,3,2500,2,500,4,4,3,3,2,2,1500,3,0
8.467,4,1,1,0,10000,7,5,2,4,2,1,3,1,2,1,2,7500,5,4000,4,3000,2,5,4,5,1,1,10000,1,0
5.963,3,1,3,0,8000,6,4,2,4,2,3,3,1,2,2,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
2.596,3,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
2.333,2,1,2,0,3000,4,2,1,5,1,2,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
1.596,4,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,2000,3,0
2.696,1,1,1,0,3000,4,2,1,5,1,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,3,1,2,3000,3,0
1.133,4,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
1.533,3,0,2,0,2000,3,2,2,4,2,2,1,0,1,1,1,4000,3,2000,2,2000,3,5,3,3,1,2,2000,3,0
5.633,4,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
0.596,4,1,3,0,1000,2,1,2,4,2,3,3,1,2,2,1,2500,1,1500,1,500,4,4,3,2,1,3,1000,4,0
7.367,5,0,1,0,8000,6,4,3,3,3,1,1,0,1,1,1,6000,4,2500,2,3500,2,5,3,4,1,1,7500,2,0
6.63,1,1,1,0,8000,6,4,1,5,1,1,3,1,2,1,2,7500,5,4000,4,3000,2,5,4,4,1,1,8000,2,0
1.433,4,0,3,0,2000,3,2,2,4,2,3,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,3,2,2,1500,3,0
0.53,3,1,3,0,1000,2,1,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,1000,3,0
7.267,4,0,1,0,8000,6,4,2,4,2,1,1,0,1,1,1,6500,4,3000,3,3500,2,5,4,4,1,1,8000,2,0
5.63,5,1,1,0,8000,6,4,3,3,3,1,3,1,2,1,2,6000,4,3000,3,2500,3,5,4,4,1,1,8000,2,0
3.1,1,1,3,0,5000,5,3,1,5,1,3,3,1,2,2,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
7.667,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
14.296,3,1,1,1,15000,8,5,2,4,2,1,3,3,4,4,4,9500,5,6000,5,2000,3,5,3,4,2,1,12500,2,0
1.267,3,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
10,4,1,2,0,10000,7,5,2,4,2,2,3,2,3,2,2,7500,5,4000,4,3000,2,5,4,5,1,1,10000,1,0
1.6,4,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
8.733,3,1,1,1,10000,7,5,2,4,2,1,3,2,3,3,4,8000,5,5000,4,2000,3,5,3,4,2,1,8500,2,0
33.267,1,1,1,1,50000,11,5,1,5,1,1,3,3,4,4,4,16500,7,10000,6,5000,1,5,4,4,3,2,43000,2,0
8.667,6,1,3,0,10000,7,5,3,3,3,3,3,1,2,2,2,7500,5,4000,4,3000,2,5,4,5,1,1,10000,1,0
1.867,3,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
5.296,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
2.263,4,1,1,0,3000,4,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,3000,3,0
5.267,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
5.967,3,1,3,0,8000,6,4,2,4,2,3,3,1,2,2,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
9.733,4,1,1,1,10000,7,5,2,4,2,1,3,2,3,3,4,7500,5,4500,4,2000,3,5,3,4,2,1,8500,2,0
2.496,3,1,3,0,3000,4,2,2,4,2,3,3,1,2,2,1,4000,3,2000,2,1500,3,5,3,3,1,2,3000,3,0
1.796,3,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
20,6,1,1,0,20000,9,5,3,3,3,1,3,2,3,2,2,11000,6,5500,5,5000,1,5,4,5,1,1,20500,1,0
7.833,3,1,3,0,8000,6,4,2,4,2,3,3,1,2,2,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
2.23,1,1,1,0,3000,4,2,1,5,1,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,3,1,2,3000,3,0
7,4,1,3,0,8000,6,4,2,4,2,3,3,1,2,2,2,6000,4,3500,3,2000,3,5,4,4,1,1,8000,2,0
6.667,4,1,3,1,8000,6,4,2,4,2,3,3,2,3,4,4,6000,4,4000,4,1000,3,5,3,3,3,2,6000,3,0
11.296,1,1,1,0,15000,8,5,1,5,1,1,3,2,3,2,2,10000,5,5000,4,4500,2,5,5,5,1,1,17000,1,0
1.133,3,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
4.467,2,1,1,0,5000,5,3,1,5,1,1,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
1.03,4,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
4.567,4,1,3,0,5000,5,3,2,4,2,3,3,1,2,2,1,4500,3,2500,2,1500,3,5,3,4,1,1,4500,2,0
3.333,4,0,3,0,5000,5,3,2,4,2,3,1,0,1,1,1,4500,3,2000,2,2500,3,5,3,3,2,2,4000,3,0
2.567,3,1,1,1,3000,4,2,2,4,2,1,3,2,3,3,3,4500,3,2500,2,1000,3,5,3,3,2,2,2500,3,0
6.233,3,1,1,0,8000,6,4,2,4,2,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
0.222,1,1,1,0,500,1,1,1,5,1,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,500,3,0
1.8,4,0,3,0,2000,3,2,2,4,2,3,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,3,2,2,1500,3,0
6.667,3,1,3,0,8000,6,4,2,4,2,3,3,1,2,2,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
1.267,3,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
0.663,4,1,3,0,1000,2,1,2,4,2,3,3,1,2,2,1,2500,1,1500,1,500,4,4,3,2,1,3,1000,4,0
6.963,3,0,1,1,8000,6,4,2,4,2,1,1,1,2,2,3,7000,4,4000,4,2000,3,5,3,4,3,2,6000,2,0
3.63,1,1,1,1,5000,5,3,1,5,1,1,3,2,3,3,3,6000,4,3500,3,1500,3,5,3,4,2,1,4000,2,0
15.963,3,1,1,0,20000,9,5,2,4,2,1,3,2,3,2,2,11000,6,5500,5,5000,1,5,4,5,1,1,20500,1,0
1.03,1,1,1,0,2000,3,2,1,5,1,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,2000,3,0
2.1,4,1,2,0,3000,4,2,2,4,2,2,3,1,2,1,1,4000,3,2000,2,1500,3,5,3,3,1,2,3000,3,0
1.963,1,1,1,0,2000,3,2,1,5,1,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,2000,3,0
6.833,3,1,3,0,8000,6,4,2,4,2,3,3,1,2,2,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
0.167,3,1,3,0,500,1,1,2,4,2,3,3,1,2,2,1,2500,1,1500,1,500,4,4,3,2,1,3,500,4,0
3.133,6,0,1,0,5000,5,3,3,3,3,1,1,0,1,1,1,5500,4,2500,2,3000,2,5,4,3,1,2,5000,3,0
1.196,1,1,1,0,2000,3,2,1,5,1,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,2000,3,0
0.996,5,1,1,0,1000,2,1,3,3,3,1,3,1,2,1,1,2500,1,1500,1,500,4,4,3,2,1,3,1000,4,0
1.867,4,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
3.163,6,1,1,0,5000,5,3,3,3,3,1,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
10,4,1,1,0,10000,7,5,2,4,2,1,3,2,3,2,2,7500,5,4000,4,3000,2,5,4,5,1,1,10000,1,0
5.667,6,1,1,0,8000,6,4,3,3,3,1,3,1,2,1,2,7000,4,3500,3,3000,2,5,4,4,1,1,8000,2,0
1.53,4,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
7.9,5,1,3,0,8000,6,4,3,3,3,3,3,1,2,2,2,5500,4,3000,3,2000,3,5,3,4,1,1,7500,2,0
1.363,2,1,1,0,2000,3,2,1,5,1,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
3.096,4,1,1,0,5000,5,3,2,4,2,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,4,1,1,5000,2,0
1.63,3,1,1,0,2000,3,2,2,4,2,1,3,1,2,1,1,4000,3,2000,2,1500,3,5,4,3,1,2,2000,3,0
1.6,4,1,2,0,2000,3,2,2,4,2,2,3,1,2,1,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
3.096,7,1,1,0,5000,5,3,4,2,4,1,3,1,2,1,1,5000,3,2500,2,2000,3,5,4,4,1,1,5000,2,0
2.033,6,1,1,0,3000,4,2,3,3,3,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
9.6,2,1,3,1,10000,7,5,1,5,1,3,3,2,3,4,4,7500,5,5000,4,1500,3,5,3,4,3,2,7500,2,0
1.163,3,0,3,0,2000,3,2,2,4,2,3,1,0,1,1,1,3500,2,1500,1,2000,3,5,3,3,2,2,1500,3,0
62.963,3,1,1,0,80000,12,5,2,4,2,1,3,2,3,2,2,19000,7,9500,6,9000,1,5,4,5,1,1,50000,1,0
0.733,4,0,2,0,1000,2,1,2,4,2,2,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,2,1,3,1000,4,0
7.967,4,1,2,0,8000,6,4,2,4,2,2,3,1,2,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
1.863,1,1,1,0,2000,3,2,1,5,1,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,2000,3,0
6.6,3,1,3,0,8000,6,4,2,4,2,3,3,1,2,2,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
5.963,7,1,1,0,8000,6,4,4,2,4,1,3,1,2,1,2,6500,4,3500,3,2500,3,5,4,4,1,1,8000,2,0
8.63,1,1,1,0,10000,7,5,1,5,1,1,3,1,2,1,2,8500,5,4500,4,3500,2,5,5,5,1,1,11000,1,0
19.1,2,1,3,0,20000,9,5,1,5,1,3,3,2,3,3,2,10500,6,6000,5,4000,2,5,4,5,1,1,20500,1,0
9.296,7,1,1,1,10000,7,5,4,2,4,1,3,2,3,3,4,7500,5,4500,4,2000,3,5,3,4,2,1,8500,2,0
20.296,3,1,1,1,30000,10,5,2,4,2,1,3,3,4,4,4,13000,6,8000,6,3500,2,5,3,4,2,1,25000,2,0
3.3,3,1,2,0,5000,5,3,2,4,2,2,3,1,2,1,1,5500,4,3000,3,2000,3,5,4,4,1,1,5000,2,0
11.296,4,1,1,1,15000,8,5,2,4,2,1,3,3,4,4,4,9000,5,5500,5,2000,3,5,3,4,2,1,12500,2,0
1.43,6,1,3,0,2000,3,2,3,3,3,3,3,1,2,2,1,3500,2,2000,2,1000,3,5,3,3,1,2,2000,3,0
0.696,2,1,1,0,1000,2,1,1,5,1,1,3,1,2,1,1,3500,2,2000,2,1000,3,5,4,3,1,2,1000,3,0
2,4,1,3,0,2000,3,2,2,4,2,3,3,1,2,2,1,3000,2,1500,1,1000,3,5,3,3,1,2,2000,3,0
20,1,1,1,0,20000,9,5,1,5,1,1,3,2,3,2,2,11500,6,6000,5,5000,1,5,5,5,1,1,22500,1,0
14.067,4,1,1,0,15000,8,5,2,4,2,1,3,2,3,2,2,9000,5,4500,4,4000,2,5,4,5,1,1,15500,1,0
6.296,3,1,1,1,8000,6,4,2,4,2,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
7.133,8,0,3,0,8000,6,4,4,2,4,3,1,0,1,1,1,5500,4,2500,2,3000,2,5,3,4,2,1,6500,2,0
20.296,1,1,1,0,30000,10,5,1,5,1,1,3,2,3,2,2,13500,6,7000,5,6000,1,5,5,5,1,1,33500,1,0
2.233,2,1,3,0,3000,4,2,1,5,1,3,3,1,2,2,1,4000,3,2000,2,1500,3,5,3,3,1,2,3000,3,0
11.633,4,0,3,0,15000,8,5,2,4,2,3,1,0,1,2,1,8500,5,4000,4,4000,2,5,3,4,2,1,12500,2,0
3.433,4,0,3,0,5000,5,3,2,4,2,3,1,0,1,1,1,4500,3,2000,2,2500,3,5,3,3,2,2,4000,3,0
0.567,4,0,3,0,1000,2,1,2,4,2,3,1,0,1,1,1,2500,1,1000,1,1500,3,5,3,2,2,3,1000,4,0
2.763,6,1,1,0,3000,4,2,3,3,3,1,3,1,2,1,1,4500,3,2500,2,1500,3,5,4,3,1,2,3000,3,0
6.171,3,1,1,1,8000,6,4,2,4,2,1,3,2,3,3,4,7000,4,4500,4,1500,3,5,3,3,2,2,6500,3,0
0.996,4,0,1,0,1000,2,1,2,4,2,1,1,0,1,1,1,3000,2,1500,1,1500,3,5,3,2,1,3,1000,4,0
