LoanAmount,MonthlyIncome,CreditScore,LoanDuration,HistoricalDelinquencies,DebtToIncomeRatio,Age,EmploymentDuration,OtherLoans,Homeownership,target,date,uid
16639,6360,748,57,8,0.22262154708364595,55,2,3,0,0,2023-08,103039
34492,8608,828,57,3,0.6737990523114807,21,24,4,0,1,2023-06,103040
16240,9635,756,36,5,0.9654803369738436,25,17,3,0,1,2023-08,103041
37698,7707,776,51,2,0.8360768498962154,32,20,1,0,1,2023-07,103042
31957,9395,777,48,0,0.47647766346707654,48,11,4,0,1,2023-07,103043
37808,9101,503,18,5,0.31056611708928666,63,27,9,0,1,2023-07,103044
10827,4100,564,37,0,0.5720515471303829,33,9,2,0,0,2023-05,103045
37762,4670,701,22,8,0.5143603489427244,49,18,6,0,1,2023-09,103046
13259,8511,562,8,5,0.9773863680190817,44,6,3,0,0,2023-09,103047
19849,8531,642,6,0,0.9918944436067376,59,4,1,0,0,2023-06,103048
21232,5220,743,58,2,0.5284677250590329,54,14,7,0,0,2023-07,103049
45572,7970,791,10,0,0.3190271868239495,56,28,9,0,1,2023-07,103050
29173,9344,784,37,1,0.9284876397143242,26,20,1,0,1,2023-07,103051
10374,3216,679,30,5,0.8348338205335948,69,22,6,0,0,2023-05,103052
26174,3375,673,50,6,0.6090193653245581,57,10,7,0,1,2023-08,103053
28567,4609,824,10,0,0.49228371441211305,37,29,9,0,0,2023-09,103054
40292,7106,610,42,9,0.5585326620797819,27,4,2,0,1,2023-05,103055
14277,6839,674,28,4,0.9215049402440882,26,15,5,0,0,2023-09,103056
36600,5939,652,17,5,0.34771475821083075,53,9,3,0,0,2023-09,103057
14885,7062,716,39,3,0.8454268168987769,55,12,1,0,0,2023-07,103058
5778,4613,796,28,5,0.2145525062617243,60,28,7,0,0,2023-06,103059
34165,9578,739,21,4,0.9364575945136682,67,8,1,0,1,2023-06,103060
6492,6679,725,54,6,0.6002378237169645,29,24,8,0,1,2023-07,103061
35462,7913,685,10,3,0.3813982610729378,59,5,8,0,0,2023-07,103062
18615,4296,547,49,0,0.20228520225374594,48,16,7,0,0,2023-08,103063
49900,6996,707,52,1,0.6476371749958194,35,22,9,0,1,2023-09,103064
47946,7786,656,33,5,0.3955902964478705,44,15,2,0,1,2023-09,103065
12851,8695,724,11,9,0.7050114688086746,48,17,7,0,1,2023-08,103066
21288,8628,643,18,1,0.4249354251616378,27,1,4,0,0,2023-09,103067
12156,4155,610,48,4,0.27041922335218155,39,25,9,0,0,2023-07,103068
7044,9998,817,35,3,0.6040413038748476,55,12,4,0,1,2023-05,103069
12368,9043,631,31,6,0.6515885890305155,46,20,1,0,0,2023-05,103070
24900,7879,612,22,3,0.5620720204316406,32,19,2,0,0,2023-06,103071
35600,5366,823,14,6,0.5664284434638251,45,5,7,0,1,2023-08,103072
30634,5891,588,21,7,0.6717201023200123,61,15,0,0,0,2023-06,103073
14168,4972,660,54,6,0.6210828075281227,44,9,3,0,0,2023-05,103074
25961,8972,833,57,1,0.3060540310901265,47,25,5,0,1,2023-09,103075
49096,9764,574,23,0,0.3576685171880259,28,3,8,0,0,2023-09,103076
28852,3784,780,18,4,0.3134328331432401,45,12,7,0,0,2023-05,103077
38110,7492,506,34,6,0.7546364657757967,31,23,9,0,1,2023-05,103078
37174,4081,612,48,0,0.6228787297335728,45,19,4,0,0,2023-07,103079
39215,8599,535,50,7,0.5438840988247426,66,15,6,0,1,2023-06,103080
31955,5033,765,29,2,0.8386711962182796,41,3,7,0,1,2023-08,103081
11581,4614,612,50,6,0.46063572780864415,20,20,8,0,0,2023-08,103082
49619,7555,791,49,2,0.6544853304727689,31,18,2,0,1,2023-05,103083
11317,9204,722,51,3,0.25952608119215875,43,22,7,0,0,2023-07,103084
47856,5416,710,18,7,0.7955232670600896,49,16,2,0,1,2023-06,103085
31649,9862,517,30,1,0.7561539558524719,33,15,0,0,0,2023-09,103086
28132,7641,740,46,5,0.8419037034375056,42,5,3,0,1,2023-07,103087
21789,6653,633,51,9,0.9075807664132429,21,10,6,0,1,2023-09,103088
19567,9639,719,6,8,0.8064226138363348,22,10,8,0,1,2023-05,103089
19868,3496,601,14,9,0.8755919121018352,25,13,9,0,0,2023-05,103090
29370,3504,639,9,8,0.47652367916937965,38,18,6,0,0,2023-06,103091
47533,6386,668,33,4,0.4746698896119518,40,28,9,0,1,2023-09,103092
35483,8188,690,17,2,0.9554406559198532,64,10,4,0,1,2023-07,103093
17466,5208,524,29,5,0.9316596290609638,39,16,0,0,0,2023-09,103094
33803,8733,532,51,8,0.6387978728841781,40,2,0,0,1,2023-06,103095
23230,7813,842,14,5,0.4932470282181167,59,18,8,0,1,2023-05,103096
22862,6216,828,40,3,0.8928012242070402,23,4,3,0,1,2023-06,103097
48355,8688,505,43,4,0.458728905941893,44,19,2,0,1,2023-08,103098
36259,6666,693,40,6,0.3229080663155555,26,25,4,0,1,2023-09,103099
38539,4408,729,38,9,0.7115941400043841,26,29,6,0,1,2023-07,103100
26909,7364,636,59,2,0.23409744778637354,52,5,6,0,0,2023-05,103101
35795,7077,822,58,8,0.5032815249331903,45,28,4,0,1,2023-08,103102
13770,9042,715,40,0,0.8461310525556975,36,17,7,0,1,2023-05,103103
16093,4477,848,51,7,0.4361729565542678,27,2,4,0,0,2023-07,103104
5193,9842,682,25,4,0.9450523832588267,45,15,9,0,1,2023-05,103105
39775,8637,667,7,9,0.96465973329331,34,23,3,0,1,2023-09,103106
22569,7960,781,49,8,0.8526530406120951,39,24,5,0,1,2023-09,103107
16190,5397,537,31,1,0.9901146551936502,38,6,2,0,0,2023-07,103108
47752,3109,662,47,0,0.6246112892091502,26,29,3,0,0,2023-05,103109
37327,6554,641,18,9,0.6553596417111773,64,23,7,0,1,2023-06,103110
47070,9550,747,35,6,0.8689334522163827,20,18,9,0,1,2023-05,103111
25389,3649,602,57,9,0.5942442046304723,58,14,9,0,1,2023-07,103112
45197,9194,698,37,8,0.5253760054664556,56,12,2,0,1,2023-05,103113
7261,4499,699,41,4,0.6918028729396313,37,6,9,0,0,2023-09,103114
33369,8206,541,24,3,0.7261276086791055,27,28,2,0,0,2023-09,103115
31512,3595,646,27,3,0.8007166573569331,34,22,5,0,0,2023-05,103116
11716,3978,565,6,7,0.7345605578080683,69,20,7,0,0,2023-08,103117
26259,3730,692,16,0,0.7965774362106628,25,27,9,0,0,2023-08,103118
33933,3056,797,31,0,0.7396477367110019,56,20,1,0,0,2023-06,103119
46689,9881,537,53,7,0.5843561908001431,41,18,0,0,1,2023-05,103120
9378,5243,640,24,1,0.3079476674691763,30,3,9,0,0,2023-05,103121
45583,8879,605,24,9,0.8283545831482069,45,26,0,0,1,2023-08,103122
24835,4701,651,17,5,0.22462332111014646,27,6,6,0,0,2023-06,103123
34033,4286,825,8,1,0.9940000734090717,28,4,1,0,0,2023-08,103124
29000,3111,537,23,4,0.8627667919517439,32,19,8,0,0,2023-09,103125
15332,9908,596,54,2,0.7367284863850441,22,17,9,0,1,2023-07,103126
47604,7806,607,10,6,0.9732854174835628,22,28,3,0,1,2023-09,103127
7800,4201,618,53,8,0.6899762251649675,26,11,6,0,0,2023-08,103128
34538,3947,650,29,1,0.24514630459547845,22,14,4,0,0,2023-06,103129
35119,7121,573,19,6,0.6475057392116161,30,27,4,0,1,2023-09,103130
13333,9553,556,56,7,0.4217633485255543,65,11,6,0,1,2023-06,103131
10410,3757,834,43,9,0.49558202238754945,47,29,8,0,1,2023-09,103132
22839,9674,751,8,7,0.5676681246800231,61,19,3,0,1,2023-07,103133
35519,8896,791,11,6,0.8196805971110268,50,17,8,0,1,2023-09,103134
10808,6388,812,17,3,0.602343371496765,28,4,8,0,0,2023-05,103135
11796,8651,754,57,3,0.579744232660063,46,12,7,0,1,2023-05,103136
26180,9892,753,16,9,0.44157771019347686,31,4,0,0,1,2023-05,103137
48056,4841,758,44,8,0.6318977934821624,27,27,9,0,1,2023-05,103138
22709,6535,769,31,9,0.3987126835482525,63,12,8,0,1,2023-08,103139
22543,5293,533,6,8,0.4087950523265824,60,17,2,0,0,2023-06,103140
42418,4104,825,21,4,0.8058070201156164,41,15,7,0,1,2023-08,103141
34075,3661,824,53,6,0.47403781160727204,37,7,4,0,1,2023-08,103142
42755,3908,737,54,6,0.2411197383512895,49,21,5,0,1,2023-08,103143
42465,9539,678,52,8,0.47494182871598467,68,1,2,0,1,2023-09,103144
35502,7617,603,58,6,0.7108577662932951,30,5,6,0,1,2023-05,103145
21724,4856,528,14,7,0.8511884693418579,21,12,1,0,0,2023-05,103146
8828,8855,726,10,6,0.969549345113889,48,7,2,0,1,2023-05,103147
22087,5311,731,57,3,0.7969763371799807,45,22,1,0,1,2023-05,103148
17605,3789,803,13,1,0.5430812875334695,33,26,8,0,0,2023-06,103149
36337,8393,849,26,2,0.4392954233639661,47,15,2,0,1,2023-09,103150
10482,8825,834,38,6,0.3037039921367115,54,5,7,0,1,2023-06,103151
32005,3171,616,44,8,0.7021491475568915,25,24,5,0,1,2023-07,103152
27760,7360,706,48,1,0.6079066512872051,55,9,0,0,0,2023-09,103153
10463,4986,684,25,6,0.742161213155313,31,1,5,0,0,2023-09,103154
9912,8145,637,58,3,0.3897065251640557,53,6,7,0,0,2023-09,103155
9648,8588,822,50,6,0.45891533448795646,25,16,9,0,1,2023-09,103156
38623,4885,663,27,4,0.43367627959891125,56,15,2,0,0,2023-07,103157
40634,3475,574,18,6,0.8381214737395284,56,2,6,0,0,2023-06,103158
49602,9499,732,44,5,0.3369838518906774,27,13,5,0,1,2023-07,103159
8112,4049,783,16,1,0.6867776936195964,56,24,0,0,0,2023-05,103160
27054,7129,754,23,6,0.2410840126072854,59,5,1,0,0,2023-05,103161
9492,5311,508,35,4,0.6396220607213757,52,16,4,0,0,2023-09,103162
27207,4161,702,38,8,0.25113118060244477,60,1,6,0,0,2023-07,103163
20114,3815,804,49,0,0.34070127263038985,65,21,3,0,0,2023-07,103164
39285,6766,590,8,0,0.2904202416428498,50,10,5,0,0,2023-08,103165
21018,5922,831,6,1,0.47738028310674124,53,16,1,0,0,2023-07,103166
26386,3753,649,41,7,0.47498513416618326,30,13,4,0,0,2023-07,103167
22740,7661,675,11,8,0.8611354245826051,55,21,9,0,1,2023-09,103168
49199,3461,532,42,6,0.38054996110442296,23,2,2,0,0,2023-09,103169
13210,6239,683,34,0,0.2691093934191816,36,4,0,0,0,2023-06,103170
49363,8750,656,16,6,0.6828094326513039,35,29,5,0,1,2023-06,103171
17743,5702,552,57,7,0.7499605596800054,49,22,8,0,1,2023-08,103172
47092,3080,795,18,6,0.43585889281716306,58,1,9,0,1,2023-07,103173
49299,5804,701,16,4,0.6822512930891018,63,11,7,0,1,2023-08,103174
11588,9033,773,43,6,0.8208452544053153,68,9,3,0,1,2023-08,103175
8311,3869,674,56,9,0.47804235126088984,24,23,7,0,0,2023-08,103176
27432,8526,743,30,1,0.6202830719464895,59,6,4,0,1,2023-09,103177
38755,8165,768,20,8,0.31730661893785606,56,1,2,0,1,2023-08,103178
8321,7694,573,58,1,0.21891744085614429,62,8,3,0,0,2023-06,103179
20812,8730,595,18,1,0.9850943798486638,45,8,6,0,0,2023-09,103180
42383,3806,672,47,4,0.43978468042909596,47,4,4,0,0,2023-06,103181
18146,4934,654,38,7,0.4231216405774573,38,4,3,0,0,2023-09,103182
18654,8172,682,18,5,0.9785961065384703,40,1,2,0,0,2023-09,103183
40820,3703,822,43,8,0.7825868190104934,47,29,2,0,1,2023-05,103184
5726,5523,788,58,5,0.6682383103523866,38,25,9,0,1,2023-08,103185
8760,5639,757,29,4,0.7594587160746855,55,8,5,0,0,2023-07,103186
27190,9159,574,25,0,0.7679412533563221,30,29,7,0,0,2023-09,103187
6875,7582,673,49,7,0.8106687042343861,38,26,3,0,1,2023-07,103188
28377,6909,829,22,2,0.253751385135936,24,23,0,0,0,2023-05,103189
9033,7801,730,55,1,0.5302651358263104,21,18,3,0,0,2023-06,103190
43211,8621,746,29,6,0.4361042542664132,44,23,4,0,1,2023-07,103191
22373,4164,660,31,1,0.2564557108136044,45,20,7,0,0,2023-07,103192
8744,3619,685,45,0,0.530079197477143,49,19,6,0,0,2023-05,103193
29995,6066,642,37,1,0.6929387883305174,36,11,1,0,0,2023-07,103194
21977,7872,781,34,5,0.342798143979535,40,28,8,0,1,2023-07,103195
37402,3446,627,19,1,0.44402139511028305,39,26,2,0,0,2023-09,103196
39542,5337,665,42,0,0.7113366575337232,37,20,8,0,1,2023-06,103197
15651,3208,526,27,0,0.6634597260457707,66,10,0,0,0,2023-07,103198
38703,8594,745,39,3,0.8950283705385791,35,29,8,0,1,2023-06,103199
18395,5460,634,32,7,0.8329847757203068,47,6,6,0,1,2023-08,103200
34808,9820,701,33,5,0.9724888418288236,31,7,1,0,1,2023-09,103201
41576,8546,520,27,3,0.6777546480907017,59,2,9,0,1,2023-08,103202
21715,8973,578,48,5,0.7587738931293011,25,23,6,0,1,2023-07,103203
49409,6442,657,8,5,0.8884050070515224,43,26,0,0,1,2023-08,103204
29306,5711,593,27,8,0.8719939558602146,69,18,2,0,1,2023-06,103205
24086,5337,507,53,3,0.7749773136209874,62,27,6,0,1,2023-05,103206
19376,4291,838,26,5,0.6002049674991801,25,18,2,0,0,2023-06,103207
10889,5198,758,21,9,0.4185655105845831,36,17,1,0,0,2023-07,103208
42822,8838,554,14,0,0.9017726031483249,61,13,4,0,1,2023-07,103209
41636,8374,535,18,6,0.821324353789844,38,15,2,0,1,2023-08,103210
25584,4400,505,15,6,0.8703255615667833,66,11,8,0,0,2023-09,103211
39610,8772,541,54,0,0.31263145451776336,67,7,6,0,0,2023-06,103212
15058,7950,549,26,7,0.4518503025514197,47,17,0,0,0,2023-05,103213
14101,8477,611,54,4,0.539908030319721,48,19,0,0,0,2023-05,103214
17497,5655,645,47,8,0.8706815778404486,68,27,5,0,1,2023-05,103215
9658,7012,729,45,7,0.9143093381717244,26,8,3,0,1,2023-09,103216
16381,9513,710,12,2,0.42791417140422905,38,17,0,0,0,2023-09,103217
45312,3704,805,51,0,0.7491433338126119,27,16,8,0,1,2023-05,103218
45486,3825,529,27,2,0.26225136492205076,27,28,1,0,0,2023-06,103219
22154,4004,794,23,1,0.5276586175750089,24,14,0,0,0,2023-08,103220
24539,6460,615,26,1,0.5893352862015081,62,22,2,0,0,2023-05,103221
16777,3376,725,56,3,0.8125062519192927,53,28,9,0,1,2023-07,103222
39396,3972,558,55,1,0.9135777894696964,69,18,0,0,0,2023-09,103223
35373,7213,575,19,7,0.46982658865956495,40,9,3,0,0,2023-09,103224
38154,6076,715,15,4,0.6221911119535211,23,18,3,0,0,2023-08,103225
11031,3443,631,38,0,0.7179585778940194,63,22,5,0,0,2023-05,103226
32997,3754,803,14,5,0.4629497831574518,55,20,2,0,0,2023-06,103227
11439,6604,580,23,6,0.9884305705392356,24,25,8,0,1,2023-09,103228
27785,7735,804,18,0,0.9006195036560196,68,16,5,0,1,2023-05,103229
18392,5171,566,22,2,0.43712226309329333,42,17,6,0,0,2023-07,103230
33669,5705,729,28,8,0.6063569847992387,38,17,5,0,1,2023-06,103231
33939,8396,832,30,6,0.3846724905977955,61,16,8,0,1,2023-06,103232
7282,9965,776,59,3,0.6116031351226678,65,26,1,0,1,2023-06,103233
39624,6465,571,21,5,0.746665875858628,34,19,7,0,1,2023-05,103234
29364,5711,708,29,5,0.26841687423439026,33,11,4,0,0,2023-09,103235
6998,5407,771,36,2,0.8960937638458175,67,6,1,0,0,2023-05,103236
36705,3622,643,16,1,0.6749966947572668,27,19,6,0,0,2023-08,103237
43244,8588,750,28,4,0.9916823188616013,28,7,4,0,1,2023-09,103238
14428,9104,783,46,7,0.22047320579960258,59,9,7,0,1,2023-09,103239
42437,8747,678,44,2,0.8651986808785856,30,12,9,0,1,2023-08,103240
17336,4723,579,27,4,0.833570438603638,63,26,5,0,0,2023-06,103241
14342,6322,556,38,2,0.3062820096320259,65,2,6,0,0,2023-06,103242
44832,4919,807,46,6,0.4682445080667254,37,4,0,0,1,2023-08,103243
12446,3918,673,47,5,0.9078369624353382,51,3,1,0,0,2023-09,103244
43392,8269,737,53,5,0.6147634360578034,63,22,8,0,1,2023-05,103245
12461,9595,665,58,0,0.5210251899737912,55,21,6,0,0,2023-08,103246
39587,8281,583,23,1,0.9243971458006734,64,12,6,0,1,2023-05,103247
15516,7215,547,19,5,0.27467561958164916,40,3,3,0,0,2023-06,103248
18749,3581,626,33,7,0.5784982263218051,46,9,3,0,0,2023-07,103249
22514,9043,668,16,4,0.7218992783802818,67,12,2,0,1,2023-06,103250
40426,9242,848,29,1,0.68683315121201,61,8,9,0,1,2023-08,103251
41268,8286,566,41,4,0.4114211635271132,40,19,3,0,1,2023-07,103252
29950,6881,829,24,8,0.6506503236274692,30,26,9,0,1,2023-06,103253
39888,4686,839,18,5,0.7668494114287854,63,5,5,0,1,2023-07,103254
41788,6909,693,38,4,0.6679083258613587,69,21,2,0,1,2023-05,103255
15213,4999,654,58,9,0.747569780781858,53,5,9,0,1,2023-08,103256
41027,9657,659,24,5,0.4048629915110324,24,8,7,0,1,2023-07,103257
33011,5711,683,52,8,0.8662791602174262,47,3,0,0,1,2023-09,103258
47849,3400,765,57,6,0.5597516295879759,29,19,5,0,1,2023-05,103259
39591,9508,667,37,9,0.989779075283655,67,24,1,0,1,2023-08,103260
22858,6648,644,20,2,0.21862825653355006,31,9,0,0,0,2023-06,103261
23626,8445,685,16,9,0.5042522969981147,60,21,3,0,1,2023-06,103262
18467,5628,761,28,9,0.34438004184408866,22,26,5,0,1,2023-06,103263
44758,4656,773,10,4,0.6444876215952428,20,24,6,0,1,2023-06,103264
8134,3620,827,27,3,0.39456407549889017,56,14,0,0,0,2023-07,103265
21743,9971,844,47,4,0.7899823572539855,59,21,2,0,1,2023-05,103266
20434,3246,722,23,7,0.9054926898700151,68,28,5,0,1,2023-09,103267
15233,9577,541,12,5,0.3687074828656887,20,20,5,0,0,2023-09,103268
6141,8212,503,38,3,0.3285420946414387,32,2,9,0,0,2023-05,103269
23019,6339,775,8,4,0.9002857485827829,57,27,5,0,1,2023-08,103270
25384,9758,783,33,6,0.48901753207080456,34,15,6,0,1,2023-05,103271
47903,6010,692,6,7,0.5476669079672241,26,29,6,0,1,2023-09,103272
41129,7719,603,54,4,0.3767756019548285,49,4,9,0,1,2023-08,103273
27967,5368,746,52,1,0.5402518944409178,43,2,7,0,0,2023-06,103274
45603,6994,799,42,5,0.3850400584623976,27,23,1,0,1,2023-08,103275
16172,4839,522,27,8,0.7327419525073449,22,23,9,0,0,2023-07,103276
21390,5903,802,53,2,0.5991011299840698,34,9,0,0,0,2023-08,103277
8267,9205,512,49,6,0.8304483567703271,55,28,9,0,1,2023-07,103278
44332,7395,643,24,7,0.4501824928538356,60,4,6,0,1,2023-08,103279
31167,7498,717,19,5,0.6044760123672301,62,5,0,0,0,2023-05,103280
26312,8767,682,8,2,0.4076186583817076,33,11,1,0,0,2023-06,103281
32840,6691,741,24,0,0.9475791441973052,46,4,0,0,0,2023-07,103282
23990,6841,692,38,2,0.6175485342328826,49,4,0,0,0,2023-07,103283
49179,7348,771,26,5,0.3387699970543545,60,15,2,0,1,2023-05,103284
10906,8853,664,6,3,0.4182125273680233,63,5,3,0,0,2023-05,103285
45379,9621,679,31,0,0.26632157129924816,56,3,4,0,0,2023-05,103286
22297,4392,616,15,5,0.22225279647818674,25,16,4,0,0,2023-07,103287
7011,6750,765,40,0,0.6207374608565368,38,25,1,0,0,2023-06,103288
49014,9060,537,18,7,0.4696983380204842,56,23,2,0,1,2023-07,103289
16738,7255,543,11,2,0.9710187642082453,20,1,7,0,0,2023-07,103290
33797,6008,573,48,2,0.3370651170891874,44,1,1,0,0,2023-06,103291
16120,7300,725,11,0,0.8351301221895564,29,1,3,0,0,2023-09,103292
13767,6338,806,40,2,0.4527771537543222,65,3,6,0,0,2023-08,103293
27852,8257,807,21,6,0.3788299088469642,45,9,8,0,1,2023-08,103294
18703,8487,847,46,9,0.9757094552010459,42,29,2,0,1,2023-06,103295
5929,6514,814,13,7,0.8420612789966126,36,13,2,0,0,2023-08,103296
16951,7953,512,8,7,0.7044967131562654,49,24,6,0,0,2023-05,103297
31039,3759,511,10,2,0.7576968297790017,46,13,7,0,0,2023-07,103298
34504,8686,549,26,4,0.993105179880472,30,25,3,0,1,2023-05,103299
22438,5768,812,36,0,0.6745659270599094,23,21,0,0,0,2023-05,103300
10744,6088,748,19,8,0.28152036064556807,37,23,4,0,0,2023-05,103301
23284,5115,618,42,7,0.2518929013611051,38,13,3,0,0,2023-07,103302
47417,7228,556,24,9,0.7332854219790987,55,26,7,0,1,2023-08,103303
44748,4723,681,42,1,0.7260809151401186,63,25,6,0,1,2023-06,103304
12069,5966,763,58,9,0.798539034382471,65,21,1,0,1,2023-05,103305
47359,3429,605,25,0,0.287022984186091,69,8,5,0,0,2023-08,103306
24799,5355,690,57,3,0.9559218198041375,45,8,3,0,1,2023-06,103307
38210,9793,636,7,8,0.6409267311285158,20,19,6,0,1,2023-08,103308
33226,8293,687,12,7,0.7196444168169724,39,5,8,0,1,2023-05,103309
9652,5459,619,38,2,0.2278819067025042,30,24,6,0,0,2023-06,103310
29323,7192,741,58,9,0.9687793716124591,44,10,1,0,1,2023-08,103311
47138,8802,818,55,5,0.650073478995159,38,19,7,0,1,2023-09,103312
12597,8273,571,47,8,0.6506904903957029,51,3,5,0,1,2023-08,103313
42226,4718,742,11,9,0.954844252984304,20,22,8,0,1,2023-07,103314
11591,4265,630,12,7,0.9434801425469339,20,7,6,0,0,2023-08,103315
30833,8423,768,49,9,0.37623887345379337,22,23,4,0,1,2023-07,103316
16826,4308,551,23,4,0.9448790575247434,65,6,7,0,0,2023-09,103317
31417,4050,561,48,8,0.7892970315040493,59,7,6,0,1,2023-08,103318
23693,6473,618,59,8,0.21512058186513397,51,7,0,0,0,2023-09,103319
19138,8479,763,34,2,0.3918745189906707,66,20,4,0,0,2023-05,103320
7169,5249,738,24,7,0.5303841163771571,55,8,6,0,0,2023-06,103321
23556,5809,754,30,3,0.6662579644046038,62,24,9,0,1,2023-05,103322
27052,5921,672,9,9,0.7610637843909511,27,2,6,0,1,2023-08,103323
11313,7676,808,56,6,0.3681683151655195,49,15,2,0,1,2023-08,103324
13315,7041,736,18,9,0.8693604114189513,58,10,4,0,1,2023-06,103325
13036,5417,818,37,7,0.8765722591113239,53,21,7,0,1,2023-07,103326
36778,3532,594,32,6,0.7079990554084619,27,15,8,0,1,2023-08,103327
32734,8271,836,56,4,0.9368751284125587,44,2,8,0,1,2023-08,103328
28173,8221,556,39,0,0.8503859415177504,45,3,9,0,0,2023-05,103329
35403,3898,566,33,7,0.37729892743483273,46,19,4,0,0,2023-09,103330
5785,5654,545,14,4,0.8389414930482884,38,5,1,0,0,2023-05,103331
11139,4469,593,13,2,0.962561663002484,42,24,7,0,0,2023-09,103332
11344,5920,637,26,1,0.31008515761474476,60,19,6,0,0,2023-06,103333
23800,4252,592,51,2,0.9829583078328232,35,7,3,0,0,2023-06,103334
30372,3769,731,35,8,0.2199942374160722,27,21,4,0,0,2023-07,103335
25538,3833,548,34,1,0.6177337958190179,49,14,9,0,0,2023-08,103336
19973,9000,522,14,9,0.8191145111827873,27,12,9,0,1,2023-05,103337
10619,9379,561,18,0,0.8323504820370036,30,26,1,0,0,2023-06,103338
39704,5209,766,23,1,0.7877380553170144,26,10,8,0,1,2023-09,103339
41575,7649,828,43,1,0.6234810982025296,40,10,5,0,1,2023-09,103340
44919,9931,617,27,4,0.7207714576563164,53,4,8,0,1,2023-06,103341
47261,6424,587,36,0,0.759945748522491,40,18,7,0,1,2023-07,103342
32716,4091,588,40,9,0.5956313793711165,24,6,0,0,0,2023-06,103343
8236,4196,554,47,7,0.6765479801077101,69,20,8,0,0,2023-07,103344
20848,6914,652,47,1,0.8770944427660585,62,4,8,0,1,2023-06,103345
7352,4660,738,15,5,0.4503032169166618,36,5,3,0,0,2023-06,103346
6932,7654,764,14,4,0.6185650615749059,40,14,0,0,0,2023-08,103347
15913,3260,767,36,1,0.2067837768204063,25,9,3,0,0,2023-06,103348
13556,5264,612,49,9,0.7499491198214345,64,15,5,0,1,2023-07,103349
26300,8936,665,45,0,0.3563083716918734,26,1,3,0,0,2023-09,103350
10498,8243,655,29,5,0.5848010029710151,30,21,8,0,0,2023-08,103351
15582,7900,507,46,5,0.36816417302436744,37,21,3,0,0,2023-06,103352
14569,4185,701,54,2,0.21882697166279386,57,13,9,0,0,2023-06,103353
9857,9344,716,13,7,0.5865764413584134,31,2,7,0,0,2023-08,103354
5340,5449,791,55,8,0.5398668852885656,41,15,1,0,0,2023-09,103355
48949,6533,549,25,2,0.5401196108195045,22,15,6,0,0,2023-09,103356
21766,7370,606,22,8,0.3670449279430963,38,16,7,0,0,2023-07,103357
31132,7301,508,33,7,0.9577636717985434,62,3,5,0,1,2023-07,103358
13491,6344,732,11,4,0.2028057214485556,42,13,9,0,0,2023-08,103359
5138,8819,687,47,5,0.913236359997871,53,20,5,0,1,2023-05,103360
5358,3866,822,38,0,0.7895215385115857,22,1,7,0,0,2023-09,103361
14714,3092,808,33,4,0.3376576268266172,42,26,2,0,0,2023-05,103362
24840,8161,837,58,9,0.5777535890428436,68,14,1,0,1,2023-08,103363
39395,9522,609,6,9,0.9910800652066181,24,3,8,0,1,2023-07,103364
35654,6178,644,46,6,0.714958589587446,48,17,7,0,1,2023-06,103365
30879,4351,727,57,0,0.301901379054934,53,17,9,0,0,2023-05,103366
20996,9208,808,40,9,0.5661137910851455,63,9,4,0,1,2023-08,103367
42772,3364,613,29,8,0.5745624772582498,24,20,4,0,0,2023-05,103368
31762,7916,562,11,6,0.8418106663064868,48,20,5,0,1,2023-05,103369
18283,8603,774,12,3,0.9329303462609244,64,4,5,0,1,2023-07,103370
44420,6718,623,14,3,0.2657932346309877,43,11,1,0,0,2023-09,103371
24554,9125,585,42,9,0.45122982956226587,58,15,6,0,1,2023-05,103372
25219,4924,569,21,6,0.438750501508092,40,25,2,0,0,2023-07,103373
39919,6095,546,39,5,0.9968384999352147,51,13,7,0,1,2023-06,103374
14429,9683,698,40,2,0.6473816933531198,62,27,8,0,1,2023-08,103375
49695,8181,700,40,8,0.9038651968959877,24,28,2,0,1,2023-09,103376
44673,5538,775,25,5,0.5408262795558592,37,24,5,0,1,2023-06,103377
24218,4296,536,28,1,0.7781785203271492,57,20,7,0,0,2023-09,103378
17452,5276,702,47,9,0.4292685138433169,54,12,5,0,1,2023-09,103379
23951,8139,629,59,1,0.9294288187913868,57,15,9,0,1,2023-08,103380
6307,3002,791,40,0,0.5641169927892271,35,6,2,0,0,2023-08,103381
19852,6492,563,52,4,0.8429803978528698,54,18,3,0,0,2023-09,103382
30232,4753,762,51,9,0.40465350667405187,69,22,8,0,1,2023-09,103383
40428,3910,619,28,5,0.7548834735375034,43,17,0,0,0,2023-06,103384
48171,3306,777,9,2,0.5241267235200286,55,21,3,0,0,2023-09,103385
31485,9575,701,15,3,0.22515153837963764,24,24,9,0,1,2023-06,103386
15238,7231,545,48,4,0.5304066030072507,28,17,0,0,0,2023-09,103387
43975,9028,667,16,3,0.6400173134043363,23,11,7,0,1,2023-06,103388
6140,7015,609,45,8,0.3214092911305402,52,18,6,0,0,2023-07,103389
29842,9658,545,14,2,0.3471304841540921,46,3,6,0,0,2023-08,103390
31421,9336,711,45,4,0.5718902386585256,41,23,1,0,1,2023-07,103391
6708,8704,527,17,6,0.47418376994672534,30,28,9,0,0,2023-08,103392
8630,4438,586,22,6,0.5525924304026901,24,24,5,0,0,2023-09,103393
24595,3872,790,37,5,0.5686615914581783,29,4,7,0,0,2023-05,103394
15485,4141,656,28,8,0.3120608349622045,22,13,7,0,0,2023-05,103395
